ID,PaperID,Data_Extractor,DOI,Publication_year,First_author,Title,Country,Elevation,Latitude,Longitude,Case_ID,Exp_or_Obs,Control_details,Treatment_details,Taxa_excluded,Time_frame,SR_or_FG,FG_Group,Peatland_type,Control_mean,Control_n,Control_var,Control_WTD_mean,Control_WTD_n,Control_WTD_var,Treatment_mean,Treatment_n,Treatment_var,Treatment_WTD_mean,Treatment_WTD_n,Treatment_WTD_var,WTD_Difference,Mean_unit,Biodiversity_Variance_unit,WTD_Variance_unit,Data_Source,Notes
11,12,North,10.1111/gcb.16907,2023,Egle Köster,Water level drawdown makes boreal peatland vegetation more responsive to weather conditions,Finland,150,61.8,24.32,3,Exp,Control and WLD sites 20m apart established,,,20,FG,Shrub,Rich fen,13.3,8,5.46,-16.2,47,9.2,0.782,8,0.8690,-20.7,48,11,-4.5,Max biomass production (g),SD,SD,Extracted from provided CSV (2021 data) with R. WTD reported in table 2 (2021 numbers),
12,12,North,10.1111/gcb.16907,2023,Egle Köster,Water level drawdown makes boreal peatland vegetation more responsive to weather conditions,Finland,150,61.8,24.32,4,Exp,Control and WLD sites 20m apart established,,,20,FG,Shrub,Poor fen,14.3,9,5.86,-15.2,53,7.5,22.2,9,5.1800,-25.5,53,10.2,-10.3,Max biomass production (g),SD,SD,Extracted from provided CSV (2021 data) with R. WTD reported in table 2 (2021 numbers),
13,12,North,10.1111/gcb.16907,2023,Egle Köster,Water level drawdown makes boreal peatland vegetation more responsive to weather conditions,Finland,150,61.8,24.32,5,Exp,Control and WLD sites 20m apart established,,,20,FG,Shrub,Bog,5.17,10,4.78,-11.8,60,9.6,9.75,9,4.5700,-18.8,54,12.8,-7,Max biomass production (g),SD,SD,Extracted from provided CSV (2021 data) with R. WTD reported in table 2 (2021 numbers),
14,12,North,10.1111/gcb.16907,2023,Egle Köster,Water level drawdown makes boreal peatland vegetation more responsive to weather conditions,Finland,150,61.8,24.32,3,Exp,Control and WLD sites 20m apart established,,,20,FG,Herb,Rich fen,9.47,8,3.57,-16.2,47,9.2,4.95,8,3.0500,-20.7,48,11,-4.5,Max biomass production (g),SD,SD,Extracted from provided CSV (2021 data) with R. WTD reported in table 2 (2021 numbers),
15,12,North,10.1111/gcb.16907,2023,Egle Köster,Water level drawdown makes boreal peatland vegetation more responsive to weather conditions,Finland,150,61.8,24.32,4,Exp,Control and WLD sites 20m apart established,,,20,FG,Herb,Poor fen,14.06,9,8.64,-15.2,53,7.5,11.4,9,7.8400,-25.5,53,10.2,-10.3,Max biomass production (g),SD,SD,Extracted from provided CSV (2021 data) with R. WTD reported in table 2 (2021 numbers),
16,12,North,10.1111/gcb.16907,2023,Egle Köster,Water level drawdown makes boreal peatland vegetation more responsive to weather conditions,Finland,150,61.8,24.32,5,Exp,Control and WLD sites 20m apart established,,,20,FG,Herb,Bog,5.01,10,2.22,-11.8,60,9.6,5.47,9,6.2200,-18.8,54,12.8,-7,Max biomass production (g),SD,SD,Extracted from provided CSV (2021 data) with R. WTD reported in table 2 (2021 numbers),
17,300,Rifath,https://link.springer.com/article/10.1023/A:1004466330076,1999,Minkkinen,Post-drainage changes in vegetation composition and carbon balance in Lakkasuo mire,Finland,100,61.8,24.31,6,Obs,,,NA,30,FG,,"tall sedge fen, tall sedge pine fen, dwarf shrub pine bog, cottongrass pine bog",,,,,,,,,,,,,0,,,NA,"Fig. 5 (FG cover), Table 1 (WTD), Table 4/5 (CCA eigenvalues)",
18,31,North,10.1016/j.baae.2008.05.005,2008,"Breeuwer, Angela",Decreased summer water table depth affects peatland vegetation,Sweden,172,56.85,13.45,7,Exp,Cores taken from bog and grown in containers with constant WTD at the level of the actual site at the time of collection,Cores taken from site and grown in fluctuating conditions (from -14 to -8),Tree,2,FG,Moss,Bog,999.8,6,131.99,-6.176,33,1.352,805.7,9,112.6400,-10.44,33,1.981,-4.264,Summer biomass production g m-2,SE,SD,WTD from Fig 1 (WebPlotDigitizer). Moss production from Table 4.Reported as three species - means were summed and reported SE  was converted to variance and added - note this assumes independence so it is likely an underestimation of variance,"Treatment is fluctuating water table, but was overll lower than the control"
25,31,North,10.1016/j.baae.2008.05.005,2008,"Breeuwer, Angela",Decreased summer water table depth affects peatland vegetation,Sweden,172,56.85,13.45,7,Exp,Cores taken from bog and grown in containers with constant WTD at the level of the actual site at the time of collection,Cores taken from site and grown in fluctuating conditions (from -14 to -8),Tree,2,FG,Herb,Bog,176.3,6,29,-6.176,33,1.352,122.3,9,16.7000,-10.44,33,1.981,-4.264,Change in biomass production (number of hits),SE,SD,"WTD from Fig 1 (WebPlotDigitizer). Herb change in  production from ""Graminoids"" in Table 3. ","Treatment is fluctuating water table, but was overll lower than the control"
26,31,North,10.1016/j.baae.2008.05.005,2008,"Breeuwer, Angela",Decreased summer water table depth affects peatland vegetation,Sweden,172,56.85,13.45,7,Exp,Cores taken from bog and grown in containers with constant WTD at the level of the actual site at the time of collection,Cores taken from site and grown in fluctuating conditions (from -14 to -8),Tree,2,FG,Shrub,Bog,-1.7,6,3.5,-6.176,33,1.352,6.6,9,2.2000,-10.44,33,1.981,-4.264,Change in biomass production (number of hits),SE,SD,"WTD from Fig 1 (WebPlotDigitizer). Shrub change in production from ""Ericoids"" in table 3. ","Treatment is fluctuating water table, but was overll lower than the control"
19,148,Rifath,https://doi.org/10.1111/1365-2435.13883,2021,Laine,Impact of long-term water level drawdown on functional plant trait composition of northern peatlands,Finland,277,61.7,24.3,8,Exp,"Undrained control subsite, rich fen, 40 permanent plots, no WLD treatment","WLD subsite rich fen, surrounded by 30 cm deep ditches from 2000",NA,15,FG,Vascular plant,Rich fen,25,40,2.676399027,NA ,40,NA,70,40,7.5400,NA,40,NA,-40,pct cover,SE,NA,Fig. 8; Methods p.2344 for n and design,Cover values approximated from Fig. 8 — use WebPlotDigitizer for precision. WTD not reported in main text; see Kokkonen et al. 2019 PANGAEA dataset.(approx 40cm difference) Bog vascular cover unchanged by WLD (both ~5%)
20,148,Rifath,https://doi.org/10.1111/1365-2435.13884,2021,Laine,Impact of long-term water level drawdown on functional plant trait composition of northern peatlands,Finland,277,61.7,24.3,9,Exp,"Undrained control subsite, poor fen, 40 permanent plots","WLD subsite poor fen, 30 cm deep ditches from 2001",NA,15,FG,Vascular plant,Poor fen,35,40,5.352798054,NA ,40,NA,50,40,4.6229,NA,40,NA,-40,pct cover,SE,NA,Fig. 8; Methods p.2344 for n and design,Cover values approximated from Fig. 8 — use WebPlotDigitizer for precision. WTD not reported in main text; see Kokkonen et al. 2019 PANGAEA dataset. Bog vascular cover unchanged by WLD (both ~5%)
21,148,Rifath,https://doi.org/10.1111/1365-2435.13884,2021,Laine,Impact of long-term water level drawdown on functional plant trait composition of northern peatlands,Finland,277,61.7,24.3,10,Exp,"Undrained control subsite, bog, 40 permanent plots","WLD subsite bog, 30 cm deep ditches from 2000",NA,15,FG,Vascular plant,Bog,5,40,3.406326034,NA ,40,NA,5,40,3.8929,NA,40,NA,-40,pct cover,SE,NA,Fig. 8; Methods p.2344 for n and design,Cover values approximated from Fig. 8 — use WebPlotDigitizer for precision. WTD not reported in main text; see Kokkonen et al. 2019 PANGAEA dataset. fen vascular cover unchanged by WLD
22,148,Rifath,https://doi.org/10.1111/1365-2435.13885,2021,Laine,Impact of long-term water level drawdown on functional plant trait composition of northern peatlands,Finland,277,61.7,24.3,8,Exp,"Undrained control subsite, rich fen",WLD subsite rich fen,NA,15,FG,Sphagnum moss,Rich fen,80,40,6.812652068,NA ,40,NA,30,40,6.5693,NA,40,NA,-40,pct cover,SE,NA,Fig. 8; Methods p.2344 for n and design,Rich fen Sphagnum drops dramatically from ~80 to ~30% with WLD
23,148,Rifath,https://doi.org/10.1111/1365-2435.13886,2021,Laine,Impact of long-term water level drawdown on functional plant trait composition of northern peatlands,Finland,277,61.7,24.3,9,Exp,"Undrained control subsite, poor fen",WLD subsite poor fen,NA,15,FG,Sphagnum moss,Poor fen,80,40,4.136253041,NA ,40,NA,60,40,6.5693,NA,40,NA,-40,pct cover,SE,NA,Fig. 8; Methods p.2344 for n and design,Poor fen Sphagnum declines moderately
24,148,Rifath,https://doi.org/10.1111/1365-2435.13887,2021,Laine,Impact of long-term water level drawdown on functional plant trait composition of northern peatlands,Finland,277,61.7,24.3,10,Exp,"Undrained control subsite, bog",WLD subsite bog,NA,15,FG,Sphagnum moss,Bog,90,40,5.596107056,NA ,40,NA,90,40,5.3528,NA,40,NA,-40,pct cover,SE,NA,Fig. 8; Methods p.2344 for n and design,Bog Sphagnum cover stable (~90%) in both treatment and control — WLD had minimal effect
25,34,North,10.1016/j.foreco.2014.07.004,2014,"Maanavilja, Liisa",Impact of drainage and hydrological restoration on vegetation structure in boreal spruce swamp forests,Finland,105,61.1,24.4,11,Obs,Undrained peatlands,Swamps drained between 1911 to 1965,,76.6,SR,NA,Spruce swamp,27.6,9,1.8,-19,9,3,29.6,9,2.6000,-41,9,4,-22,Species richness per site,SE,SE,"Time, latitude, elevation are averages of the drained and undrained sites taken from Appendix A. Species Richness per site from Table 5","SR was higher in drained sites, function of increased evenness, threatened species are in undrained sites"
26,34,North,10.1016/j.foreco.2014.07.004,2014,"Maanavilja, Liisa",Impact of drainage and hydrological restoration on vegetation structure in boreal spruce swamp forests,Finland,105,61.1,24.4,12,Obs,Undrained peatlands,Swamps drained between 1911 to 1965,,76.6,FG,Moss,Spruce swamp,59.294,9,6.77,-19,9,3,34.196,9,4.2530,-41,9,4,-22,pct cover,SE,SE,"Time, latitude, elevation are averages of the drained and undrained sites taken from Appendix A. % cover of mosses, shrubs, herbs from Fig 5 (WebPlotDigitizer). SD was converted to variance and summed for the different moss species",
27,34,North,10.1016/j.foreco.2014.07.004,2014,"Maanavilja, Liisa",Impact of drainage and hydrological restoration on vegetation structure in boreal spruce swamp forests,Finland,105,61.1,24.4,12,Obs,Undrained peatlands,Swamps drained between 1911 to 1965,,76.6,FG,Herb,Spruce swamp,2.964,9,0.6567,-19,9,3,2.352,9,0.7144,-41,9,4,-22,pct cover,SE,SE,"Time, latitude, elevation are averages of the drained and undrained sites taken from Appendix A. % cover of mosses, shrubs, herbs from Fig 5 (WebPlotDigitizer). SD was converted to variance and summed for herbs and graminoids",
28,34,North,10.1016/j.foreco.2014.07.004,2014,"Maanavilja, Liisa",Impact of drainage and hydrological restoration on vegetation structure in boreal spruce swamp forests,Finland,105,61.1,24.4,12,Obs,Undrained peatlands,Swamps drained between 1911 to 1965,,76.6,FG,Shrub,Spruce swamp,11.388,9,1.331,-19,9,3,7.718,9,1.0550,-41,9,4,-22,pct cover,SE,SE,"Time, latitude, elevation are averages of the drained and undrained sites taken from Appendix A. % cover of mosses, shrubs, herbs from Fig 5 (WebPlotDigitizer). SD was converted to variance and summed for evergreen and deciduous shrubs",
29,34,North,10.1016/j.foreco.2014.07.004,2014,"Maanavilja, Liisa",Impact of drainage and hydrological restoration on vegetation structure in boreal spruce swamp forests,Finland,105,61.1,24.4,12,Obs,Undrained peatlands,Swamps drained between 1911 to 1965,,76.6,FG,Tree,Spruce swamp,243,9,22,-19,9,3,333,9,39.0000,-41,9,4,-22,Tree stand volume m3 ha-1,SE,SE,"Time, latitude, elevation are averages of the drained and undrained sites taken from Appendix A. Tree volume reported in text section 3.1.",
30,56,North,10.1080/17550874.2012.688069,2012,"Urbanova, Zuzana",Vegetation and carbon gas dynamics under a changed hydrological regime in central European peatlands,Czechia,1085,49.04625,13.3875,13,Obs,Plots in intact bog in national park,Plots from drained bog about 50 years ago in Kremelna River Valley,"Trees, moss",50,FG,Herb,Bog,4.757,6,0.946,-6.75,6,5.44,8.37,6,3.8800,-32.267,6,18.1,-25.517,Vascular green area (m2 m-2),SD,SD,"WTD and n from Table 2, Functional Group VGA from Fig 1C",Variance not reported in VGA breakdown by functional group in fig 1C. Elevation and coords averaged between treatment and control
31,56,North,10.1080/17550874.2012.688069,2012,"Urbanova, Zuzana",Vegetation and carbon gas dynamics under a changed hydrological regime in central European peatlands,Czechia,1085,49.04625,13.3875,13,Obs,Plots in intact bog in national park,Plots from drained bog about 50 years ago in Kremelna River Valley,"Trees, moss",50,FG,Shrub,Bog,0.454,6,0.199,-6.75,6,5.44,3.049,6,1.1530,-32.267,6,18.1,-25.517,Vascular green area (m2 m-2),SD,SD,"WTD and n from Table 2, Functional Group VGA from Fig 1C",Variance not reported in VGA breakdown by functional group in fig 1C. Elevation and coords averaged between treatment and control
32,56,North,10.1080/17550874.2012.688069,2012,"Urbanova, Zuzana",Vegetation and carbon gas dynamics under a changed hydrological regime in central European peatlands,Czechia,1085,49.04625,13.3875,14,Obs,Plots in intact bog in national park,Plots from drained bog about 50 years ago in Kremelna River Valley,"Trees, moss",50,FG,Herb,Fen,2.465,4,0.954,-7.2,4,3.2,6.789,6,16.2630,-28.1,6,16.26,-20.9,Vascular green area (m2 m-2),SD,SD,"WTD and n from Table 2, Functional Group VGA from Fig 1C",Variance not reported in VGA breakdown by functional group in fig 1C. Elevation and coords averaged between treatment and control
33,56,North,10.1080/17550874.2012.688069,2012,"Urbanova, Zuzana",Vegetation and carbon gas dynamics under a changed hydrological regime in central European peatlands,Czechia,867.5,49.167361,13.3472225,14,Obs,Plots in intact fen,Plots from drained fen about 50 years ago in Kremelna River Valley,"Trees, moss",50,FG,Shrub,Fen,0.195,4,1.8,-7.2,4,3.2,0,6,0.0000,-28.1,6,16.26,-20.9,Vascular green area (m2 m-2),SD,SD,"WTD and n from Table 2, Functional Group VGA from Fig 1C",Variance not reported in VGA breakdown by functional group in fig 1C. Elevation and coords averaged between treatment and control
34,58,North,https://www.suo.fi/article/9783,1999,"Hotanen, Juha-Pekka",Vegetation succession and diversity on Teuravuoma experimental drainage area in northern Finland,Finland,150,67.31,24,15,Exp,Plots from an aapa mire complex before it was drained in 1933,The same plots in 1994 after 61 years,None,61,SR,NA,Fen,38.964,6,2.91,,,,46.129,6,3.7998,,,,-30,Species richness per site,SE,,"Fig 9, control is 1933 and treatment is 1994, mean of sites and between site SD is reported. N is number of sites (not plots, since between plot variance was not reported0","No WTD reported, just the number of ditches that were dug. WTD difference inferred from 2017 site restoration plan by Mikko Niskanen (Metsähallitus Lapin luontopalvelut)"
35,61,North,10.1111/jvs.12794,2019,"Kokkonen, Nicola",Responses of peatland vegetation to 15-year water level drawdown as mediated by fertility level,Finland,150,61.8,24.32,16,Exp,"Raised peatland complex, undrained","Raised peatlad complex, drained with 30cm ditches 2001",None,15,SR,NA,Rich fen,9.85,40,1.8,-3.153,6,2.24,9.4,40,2.5899,-20.7,5,2.3,-17.547,Species Richness,,SD,"SR reported directly in text in section 3.3 (control 51, treatment 40), but to get variance and n I used the full data download, made a pivot table to get mean SR per plot and SD. Saved in Github under Kokkonen2019 folder",
36,61,North,10.1111/jvs.12794,2019,"Kokkonen, Nicola",Responses of peatland vegetation to 15-year water level drawdown as mediated by fertility level,Finland,150,61.8,24.32,17,Exp,"Raised peatland complex, undrained","Raised peatlad complex, drained with 30cm ditches 2002",None,14,SR,NA,Poor fen,9.125,40,1.65,-18.2,6,4.5,8.35,40,1.5115,-27.4,5,4.1,-9.2,Species Richness,,SD,"SR reported directly in text in section 3.3 (control 26, treatment 24), but to get variance and n I used the full data download, made a pivot table to get mean SR per plot and SD. Saved in Github under Kokkonen2019 folder",
37,61,North,10.1111/jvs.12794,2019,"Kokkonen, Nicola",Responses of peatland vegetation to 15-year water level drawdown as mediated by fertility level,Finland,150,61.8,24.32,18,Exp,"Raised peatland complex, undrained","Raised peatlad complex, drained with 30cm ditches 2001",None,15,SR,NA,Bog,8.95,40,2.148,-9.54,6,3.2,9.5,40,1.6641,-13.1,5,6.7,-3.56,Species Richness,,SD,"SR reported directly in text in section 3.3 (control 26, treatment 24), but to get variance and n I used the full data download, made a pivot table to get mean SR per plot and SD. Saved in Github under Kokkonen2019 folder",
38,67,North,10.1111/gcb.16003,2022,"Andrews, Luke O",Plant community responses to experimental climate manipulation in a Welsh ombrotrophic peatland and their palaeoenvironmental context,UK,1,52.5,-4.01,19,Exp,"Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers","Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers, drought treatment involves draining ground water periodically with pumps",None,10,SR,NA,Bog,13,3,2,-10,20,0.782,13,3,1.7320,-25.168,20,2.096,-15.168,Species richness per plot,SD,SD,"SR extracted from provided supplementary data (Sheet 1). WTD extracted from Figure 4, drawing dots on the smoothed line at each measurement day during the 2019 drought experiment, then getting the mean of this (WebPlotDigitizer).","Instead of ditching, they used pumping to simulate water table changes"
39,67,North,10.1111/gcb.16003,2022,"Andrews, Luke O",Plant community responses to experimental climate manipulation in a Welsh ombrotrophic peatland and their palaeoenvironmental context,UK,1,52.5,-4.01,20,Exp,"Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers","Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers, drought treatment involves draining ground water periodically with pumps",None,10,FG,Tree,Bog,0,3,0,-10,20,0.7816,0,3,0.0000,-25.168,20,2.096,-15.168,Species richness per plot,SD,SD,"SR extracted from provided supplementary data (Sheet 1). WTD extracted from Figure 4, drawing dots on the smoothed line at each measurement day during the 2019 drought experiment, then getting the mean of this (WebPlotDigitizer).","Instead of ditching, they used pumping to simulate water table changes"
40,67,North,10.1111/gcb.16003,2022,"Andrews, Luke O",Plant community responses to experimental climate manipulation in a Welsh ombrotrophic peatland and their palaeoenvironmental context,UK,1,52.5,-4.01,20,Exp,"Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers","Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers, drought treatment involves draining ground water periodically with pumps",None,10,FG,Shrub,Bog,19.333,3,13.013,-10,20,0.7816,13.333,3,2.8870,-25.168,20,2.096,-15.168,Species richness per plot,SD,SD,"SR extracted from provided supplementary data (Sheet 1). WTD extracted from Figure 4, drawing dots on the smoothed line at each measurement day during the 2019 drought experiment, then getting the mean of this (WebPlotDigitizer).",
41,67,North,10.1111/gcb.16003,2022,"Andrews, Luke O",Plant community responses to experimental climate manipulation in a Welsh ombrotrophic peatland and their palaeoenvironmental context,UK,1,52.5,-4.01,20,Exp,"Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers","Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers, drought treatment involves draining ground water periodically with pumps",None,10,FG,Herb,Bog,92.333,3,17.039,-10,20,0.7816,81.667,3,23.6920,-25.168,20,2.096,-15.168,Species richness per plot,SD,SD,"SR extracted from provided supplementary data (Sheet 1). WTD extracted from Figure 4, drawing dots on the smoothed line at each measurement day during the 2019 drought experiment, then getting the mean of this (WebPlotDigitizer).",
42,67,North,10.1111/gcb.16003,2022,"Andrews, Luke O",Plant community responses to experimental climate manipulation in a Welsh ombrotrophic peatland and their palaeoenvironmental context,UK,1,52.5,-4.01,20,Exp,"Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers","Raised bog, partially drained and restored. Study plots are on sphagnum lawns eith hydrologically isolated open top containers, drought treatment involves draining ground water periodically with pumps",None,10,FG,Moss,Bog,73,3,5.568,-10,20,0.7816,78,3,4.3590,-25.168,20,2.096,-15.168,Species richness per plot,SD,SD,"SR extracted from provided supplementary data (Sheet 1). WTD extracted from Figure 4, drawing dots on the smoothed line at each measurement day during the 2019 drought experiment, then getting the mean of this (WebPlotDigitizer).",
43,58,North,https://www.suo.fi/article/9783,1999,"Hotanen, Juha-Pekka",Vegetation succession and diversity on Teuravuoma experimental drainage area in northern Finland,Finland,150,67.31,24,21,Exp,Plots from an aapa mire complex before it was drained in 1933,The same plots in 1994 after 61 years,None,61,FG,Tree,Rich fen,17.9,22,5.4,,,,66.6,22,27.0000,,,,-30,m3 ha-1,SD,,Stand volume reported in Table 1,"No WTD reported, just the number of ditches that were dug. WTD difference inferred from 2017 site restoration plan by Mikko Niskanen (Metsähallitus Lapin luontopalvelut)"
44,61,North,10.1111/jvs.12794,2019,"Kokkonen, Nicola",Responses of peatland vegetation to 15-year water level drawdown as mediated by fertility level,Finland,150,61.8,24.32,16,Exp,"Raised peatland complex, undrained","Raised peatlad complex, drained with 30cm ditches 2001",None,15,FG,Tree,Rich fen,0.88,40,2.54,-3.153,6,2.24,45.31,40,35.5100,-20.7,5,2.3,-17.547,pct cover,SD,SD,Reported in Appendix 3 (Tree Species Coverage). 2016 numbers used,
45,61,North,10.1111/jvs.12794,2019,"Kokkonen, Nicola",Responses of peatland vegetation to 15-year water level drawdown as mediated by fertility level,Finland,150,61.8,24.32,17,Exp,"Raised peatland complex, undrained","Raised peatlad complex, drained with 30cm ditches 2002",None,14,FG,Tree,Poor fen,5.21,40,13.83,-18.2,6,4.5,16.27,40,21.23,-27.4,5,4.1,-9.2,pct cover,SD,SD,Reported in Appendix 3 (Tree Species Coverage). 2016 numbers used,
46,61,North,10.1111/jvs.12794,2019,"Kokkonen, Nicola",Responses of peatland vegetation to 15-year water level drawdown as mediated by fertility level,Finland,150,61.8,24.32,18,Exp,"Raised peatland complex, undrained","Raised peatlad complex, drained with 30cm ditches 2001",None,15,FG,Tree,Bog,0.63,40,3.95,-9.54,6,3.2,1.62,40,4.0200,-13.1,5,6.7,-3.56,pct cover,DS,SD,Reported in Appendix 3 (Tree Species Coverage). 2016 numbers used,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
